user_id,platform,post_text,likes,comments,timestamp,followers,followees,sentiment,snmd_type
u097,Facebook,Nothing seems right anymore.,73,9,2025-06-16 11:53:20,224,714,negative,CR
u097,Facebook,Feeling anxious and tired lately.,52,34,2025-06-16 15:53:20,458,781,negative,CR
u097,Facebook,Feeling anxious and tired lately.,230,6,2025-06-16 15:53:20,470,729,negative,CR
u097,Facebook,Overwhelmed and can't focus.,235,37,2025-06-16 14:53:20,596,932,negative,CR
u097,Facebook,I feel so disconnected from everyone.,244,7,2025-06-17 11:53:20,651,577,negative,CR
u097,Facebook,Feeling anxious and tired lately.,140,47,2025-06-17 07:53:20,829,155,negative,CR
u097,Instagram,Enjoying every moment of life.,237,5,2025-06-17 23:53:20,589,272,positive,CR
u097,Facebook,Had a great time with friends today!,75,49,2025-06-18 05:53:20,192,919,positive,CR
u097,Facebook,Had a great time with friends today!,114,28,2025-06-18 11:53:20,222,618,positive,CR
u097,Instagram,Smiling through the little joys.,69,9,2025-06-16 20:53:20,151,624,positive,CR
u097,Facebook,Overwhelmed and can't focus.,105,1,2025-06-17 17:53:20,580,705,negative,CR
u097,Facebook,Smiling through the little joys.,279,45,2025-06-18 18:53:20,323,756,positive,CR
u097,Instagram,Feeling anxious and tired lately.,224,47,2025-06-17 11:53:20,151,699,negative,CR
u097,Instagram,Enjoying every moment of life.,52,34,2025-06-19 17:53:20,726,646,positive,CR
u097,Instagram,Feeling anxious and tired lately.,126,41,2025-06-19 09:53:20,678,281,negative,CR
u097,Instagram,Overwhelmed and can't focus.,262,17,2025-06-20 05:53:20,590,971,negative,CR
u097,Facebook,Feeling anxious and tired lately.,1,39,2025-06-20 11:53:20,687,144,negative,CR
u097,Facebook,Feeling anxious and tired lately.,30,30,2025-06-19 07:53:20,674,198,negative,CR
u097,Instagram,Feeling anxious and tired lately.,283,19,2025-06-18 17:53:20,536,108,negative,CR
u098,Instagram,Overwhelmed and can't focus.,255,12,2025-04-25 11:53:20,474,680,negative,NC
u098,Instagram,Feeling blessed and happy.,118,41,2025-04-25 13:53:20,873,874,positive,NC
u098,Instagram,Nothing seems right anymore.,129,4,2025-04-25 21:53:20,682,254,negative,NC
u098,Facebook,Smiling through the little joys.,17,0,2025-04-26 05:53:20,694,742,positive,NC
u098,Facebook,Feeling blessed and happy.,278,27,2025-04-25 19:53:20,207,566,positive,NC
u098,Facebook,Feeling anxious and tired lately.,166,34,2025-04-25 16:53:20,560,820,negative,NC
u098,Instagram,Feeling blessed and happy.,143,23,2025-04-26 23:53:20,741,374,positive,NC
u098,Facebook,Enjoying every moment of life.,236,38,2025-04-26 01:53:20,320,542,positive,NC
u098,Facebook,Feeling anxious and tired lately.,150,20,2025-04-26 19:53:20,905,502,negative,NC
u098,Instagram,Overwhelmed and can't focus.,182,46,2025-04-25 20:53:20,998,311,negative,NC
u098,Instagram,Nothing seems right anymore.,80,36,2025-04-25 21:53:20,937,533,negative,NC
u098,Instagram,Overwhelmed and can't focus.,34,32,2025-04-26 09:53:20,573,540,negative,NC
u098,Instagram,Had a great time with friends today!,192,30,2025-04-28 11:53:20,105,189,positive,NC
u098,Instagram,I feel so disconnected from everyone.,38,45,2025-04-28 04:53:20,898,435,negative,NC
u098,Instagram,Had a great time with friends today!,28,21,2025-04-28 23:53:20,598,574,positive,NC
u098,Facebook,I feel so disconnected from everyone.,116,30,2025-04-27 23:53:20,523,528,negative,NC
u098,Facebook,Feeling anxious and tired lately.,125,28,2025-04-26 19:53:20,526,849,negative,NC
u098,Facebook,Enjoying every moment of life.,231,8,2025-04-29 17:53:20,459,600,positive,NC
u098,Instagram,Nothing seems right anymore.,33,4,2025-04-29 23:53:20,569,188,negative,NC
u098,Facebook,Enjoying every moment of life.,230,48,2025-04-29 10:53:20,616,723,positive,NC
u098,Instagram,Enjoying every moment of life.,57,28,2025-04-29 15:53:20,727,798,positive,NC
u099,Facebook,Overwhelmed and can't focus.,21,43,2025-05-29 11:53:20,579,264,negative,NC
u099,Instagram,I feel so disconnected from everyone.,144,19,2025-05-29 13:53:20,791,250,negative,NC
u099,Instagram,Smiling through the little joys.,127,0,2025-05-29 19:53:20,917,225,positive,NC
u099,Facebook,Feeling blessed and happy.,66,45,2025-05-30 02:53:20,316,982,positive,NC
u099,Instagram,Had a great time with friends today!,163,7,2025-05-30 07:53:20,566,711,positive,NC
u099,Instagram,Had a great time with friends today!,82,6,2025-05-29 21:53:20,281,850,positive,NC
u099,Facebook,Feeling blessed and happy.,82,41,2025-05-30 23:53:20,274,662,positive,NC
u099,Facebook,I feel so disconnected from everyone.,117,48,2025-05-29 18:53:20,754,788,negative,NC
u099,Instagram,Overwhelmed and can't focus.,198,17,2025-05-30 11:53:20,256,215,negative,NC
u099,Facebook,Overwhelmed and can't focus.,186,44,2025-05-31 17:53:20,733,866,negative,NC
u099,Instagram,Feeling blessed and happy.,188,48,2025-05-31 03:53:20,528,880,positive,NC
u099,Instagram,Feeling anxious and tired lately.,217,27,2025-05-30 20:53:20,568,484,negative,NC
u099,Facebook,Feeling anxious and tired lately.,192,44,2025-05-30 11:53:20,686,948,negative,NC
u099,Facebook,Nothing seems right anymore.,39,25,2025-05-30 00:53:20,520,683,negative,NC
u099,Instagram,Nothing seems right anymore.,171,41,2025-05-30 01:53:20,862,489,negative,NC
u099,Facebook,Had a great time with friends today!,35,48,2025-06-02 05:53:20,415,739,positive,NC
u099,Instagram,I feel so disconnected from everyone.,110,19,2025-05-31 11:53:20,694,243,negative,NC
u099,Instagram,Enjoying every moment of life.,188,25,2025-05-30 21:53:20,281,356,positive,NC
u100,Facebook,Feeling blessed and happy.,177,48,2025-06-14 11:53:20,589,234,positive,CR
u100,Facebook,Nothing seems right anymore.,283,30,2025-06-14 15:53:20,794,361,negative,CR
u100,Instagram,Feeling blessed and happy.,215,39,2025-06-14 17:53:20,123,868,positive,CR
u100,Instagram,I feel so disconnected from everyone.,176,1,2025-06-15 05:53:20,135,824,negative,CR
u100,Facebook,Feeling anxious and tired lately.,118,20,2025-06-14 19:53:20,300,428,negative,CR
u100,Facebook,Nothing seems right anymore.,184,4,2025-06-15 12:53:20,344,629,negative,CR
u100,Facebook,Had a great time with friends today!,13,26,2025-06-15 17:53:20,438,190,positive,CR
u100,Facebook,I feel so disconnected from everyone.,138,50,2025-06-14 18:53:20,575,923,negative,CR
u100,Instagram,Feeling blessed and happy.,264,15,2025-06-16 11:53:20,168,966,positive,CR
u100,Facebook,Had a great time with friends today!,177,25,2025-06-15 05:53:20,107,868,positive,CR
u100,Instagram,Nothing seems right anymore.,105,22,2025-06-15 07:53:20,840,692,negative,CR
u100,Instagram,Feeling anxious and tired lately.,233,38,2025-06-17 05:53:20,501,985,negative,CR
u100,Facebook,Feeling blessed and happy.,45,0,2025-06-15 23:53:20,940,405,positive,CR
u100,Facebook,Smiling through the little joys.,148,47,2025-06-15 13:53:20,986,940,positive,CR
u100,Instagram,Smiling through the little joys.,73,12,2025-06-16 19:53:20,159,420,positive,CR
u100,Facebook,Overwhelmed and can't focus.,58,46,2025-06-17 14:53:20,141,526,negative,CR
u100,Facebook,Nothing seems right anymore.,206,19,2025-06-16 11:53:20,602,599,negative,CR
u100,Instagram,Overwhelmed and can't focus.,237,20,2025-06-15 21:53:20,949,551,negative,CR
u100,Instagram,Feeling blessed and happy.,260,21,2025-06-16 17:53:20,381,680,positive,CR
u100,Instagram,Had a great time with friends today!,105,26,2025-06-16 20:53:20,842,540,positive,CR
u100,Instagram,Enjoying every moment of life.,61,12,2025-06-15 07:53:20,441,858,positive,CR
u101,Facebook,I feel so disconnected from everyone.,169,42,2025-04-21 11:53:20,897,195,negative,CR
u101,Instagram,Enjoying every moment of life.,252,24,2025-04-21 16:53:20,704,783,positive,CR
u101,Facebook,I feel so disconnected from everyone.,45,34,2025-04-21 13:53:20,640,337,negative,CR
u101,Facebook,Nothing seems right anymore.,77,36,2025-04-21 14:53:20,479,208,negative,CR
u101,Instagram,Feeling blessed and happy.,33,24,2025-04-22 07:53:20,927,524,positive,CR
u101,Facebook,Nothing seems right anymore.,58,35,2025-04-21 21:53:20,874,162,negative,CR
u101,Facebook,I feel so disconnected from everyone.,285,36,2025-04-22 05:53:20,151,944,negative,CR
u101,Facebook,Feeling anxious and tired lately.,80,36,2025-04-22 15:53:20,126,965,negative,CR
u101,Facebook,Had a great time with friends today!,160,47,2025-04-22 03:53:20,526,325,positive,CR
u101,Instagram,Enjoying every moment of life.,24,25,2025-04-22 05:53:20,649,773,positive,CR
u101,Instagram,I feel so disconnected from everyone.,65,3,2025-04-22 17:53:20,692,162,negative,CR
u101,Instagram,Enjoying every moment of life.,290,10,2025-04-22 20:53:20,541,300,positive,CR
u101,Facebook,Overwhelmed and can't focus.,149,31,2025-04-22 23:53:20,548,455,negative,CR
u101,Facebook,I feel so disconnected from everyone.,90,47,2025-04-24 04:53:20,953,605,negative,CR
u101,Facebook,Enjoying every moment of life.,215,16,2025-04-22 01:53:20,634,523,positive,CR
u101,Facebook,Feeling anxious and tired lately.,141,18,2025-04-24 14:53:20,935,953,negative,CR
u101,Facebook,I feel so disconnected from everyone.,169,41,2025-04-25 11:53:20,154,227,negative,CR
u101,Facebook,Feeling anxious and tired lately.,9,49,2025-04-22 04:53:20,593,355,negative,CR
u102,Facebook,Nothing seems right anymore.,217,30,2025-04-30 11:53:20,923,494,negative,Normal
u102,Facebook,Feeling anxious and tired lately.,61,3,2025-04-30 12:53:20,952,400,negative,Normal
u102,Facebook,Nothing seems right anymore.,11,28,2025-04-30 23:53:20,418,260,negative,Normal
u102,Facebook,Had a great time with friends today!,257,27,2025-04-30 14:53:20,885,160,positive,Normal
u102,Facebook,I feel so disconnected from everyone.,198,49,2025-04-30 19:53:20,215,675,negative,Normal
u102,Instagram,Smiling through the little joys.,43,45,2025-05-01 17:53:20,695,974,positive,Normal
u102,Instagram,Had a great time with friends today!,228,40,2025-05-01 11:53:20,688,796,positive,Normal
u102,Instagram,Enjoying every moment of life.,267,35,2025-05-01 08:53:20,410,609,positive,Normal
u102,Facebook,Smiling through the little joys.,114,24,2025-05-02 03:53:20,719,417,positive,Normal
u102,Instagram,Enjoying every moment of life.,79,38,2025-05-01 14:53:20,842,216,positive,Normal
u102,Instagram,Feeling anxious and tired lately.,21,34,2025-05-02 13:53:20,839,806,negative,Normal
u102,Instagram,Smiling through the little joys.,60,16,2025-04-30 22:53:20,181,124,positive,Normal
u102,Instagram,I feel so disconnected from everyone.,149,35,2025-05-01 11:53:20,518,533,negative,Normal
u102,Instagram,Had a great time with friends today!,187,17,2025-05-02 15:53:20,860,696,positive,Normal
u102,Facebook,Feeling blessed and happy.,105,0,2025-05-02 05:53:20,774,975,positive,Normal
u102,Instagram,Had a great time with friends today!,206,18,2025-05-03 14:53:20,921,146,positive,Normal
u102,Instagram,Overwhelmed and can't focus.,221,26,2025-05-03 19:53:20,538,823,negative,Normal
u102,Instagram,Enjoying every moment of life.,15,47,2025-05-02 14:53:20,675,287,positive,Normal
u103,Facebook,Had a great time with friends today!,287,1,2025-05-24 11:53:20,755,419,positive,NC
u103,Facebook,Feeling blessed and happy.,20,29,2025-05-24 14:53:20,812,289,positive,NC
u103,Instagram,Had a great time with friends today!,146,16,2025-05-24 17:53:20,887,333,positive,NC
u103,Facebook,Smiling through the little joys.,38,14,2025-05-24 14:53:20,201,361,positive,NC
u103,Instagram,Feeling blessed and happy.,148,1,2025-05-25 03:53:20,886,402,positive,NC
u103,Instagram,Smiling through the little joys.,141,16,2025-05-24 21:53:20,576,154,positive,NC
u103,Facebook,Had a great time with friends today!,104,29,2025-05-24 23:53:20,578,632,positive,NC
u103,Facebook,Smiling through the little joys.,88,25,2025-05-26 05:53:20,901,364,positive,NC
u103,Facebook,Enjoying every moment of life.,136,34,2025-05-25 03:53:20,512,540,positive,NC
u103,Instagram,Overwhelmed and can't focus.,89,34,2025-05-24 20:53:20,356,964,negative,NC
u103,Facebook,Nothing seems right anymore.,173,1,2025-05-24 21:53:20,737,238,negative,NC
u103,Facebook,Enjoying every moment of life.,30,43,2025-05-25 20:53:20,728,299,positive,NC
u103,Instagram,I feel so disconnected from everyone.,115,12,2025-05-25 23:53:20,115,333,negative,NC
u103,Instagram,Overwhelmed and can't focus.,238,21,2025-05-26 15:53:20,379,863,negative,NC
u103,Instagram,Nothing seems right anymore.,108,25,2025-05-26 19:53:20,751,749,negative,NC
u103,Instagram,Overwhelmed and can't focus.,270,32,2025-05-28 05:53:20,339,485,negative,NC
u103,Facebook,Enjoying every moment of life.,174,41,2025-05-25 19:53:20,556,660,positive,NC
u103,Facebook,Enjoying every moment of life.,227,21,2025-05-25 21:53:20,179,137,positive,NC
u103,Facebook,Had a great time with friends today!,111,32,2025-05-28 23:53:20,173,692,positive,NC
u103,Instagram,Enjoying every moment of life.,199,35,2025-05-25 06:53:20,661,201,positive,NC
u103,Instagram,I feel so disconnected from everyone.,163,19,2025-05-25 07:53:20,919,849,negative,NC
u104,Facebook,I feel so disconnected from everyone.,293,2,2025-06-03 11:53:20,284,574,negative,Normal
u104,Instagram,Smiling through the little joys.,110,7,2025-06-03 16:53:20,326,197,positive,Normal
u104,Facebook,Smiling through the little joys.,245,28,2025-06-03 15:53:20,977,482,positive,Normal
u104,Instagram,Enjoying every moment of life.,153,1,2025-06-03 20:53:20,640,437,positive,Normal
u104,Facebook,Feeling blessed and happy.,209,3,2025-06-04 03:53:20,518,712,positive,Normal
u104,Instagram,Feeling blessed and happy.,135,49,2025-06-03 21:53:20,582,220,positive,Normal
u104,Facebook,Enjoying every moment of life.,53,18,2025-06-03 17:53:20,556,655,positive,Normal
u104,Instagram,I feel so disconnected from everyone.,111,48,2025-06-04 08:53:20,776,211,negative,Normal
u104,Facebook,Feeling blessed and happy.,82,5,2025-06-04 11:53:20,928,548,positive,Normal
u104,Instagram,Had a great time with friends today!,161,15,2025-06-04 14:53:20,155,837,positive,Normal
u104,Facebook,Feeling anxious and tired lately.,12,30,2025-06-05 03:53:20,213,460,negative,Normal
u104,Instagram,Had a great time with friends today!,281,31,2025-06-05 07:53:20,490,180,positive,Normal
u104,Instagram,Feeling blessed and happy.,161,16,2025-06-06 11:53:20,754,805,positive,Normal
u104,Instagram,Smiling through the little joys.,97,32,2025-06-06 04:53:20,912,787,positive,Normal
u104,Facebook,I feel so disconnected from everyone.,29,15,2025-06-05 19:53:20,408,301,negative,Normal
u104,Facebook,I feel so disconnected from everyone.,182,36,2025-06-05 08:53:20,380,360,negative,Normal
u104,Instagram,Nothing seems right anymore.,300,5,2025-06-06 19:53:20,231,859,negative,Normal
u104,Instagram,Nothing seems right anymore.,238,28,2025-06-07 00:53:20,617,694,negative,Normal
u104,Instagram,Nothing seems right anymore.,21,31,2025-06-07 23:53:20,790,921,negative,Normal
u105,Facebook,Feeling anxious and tired lately.,236,11,2025-04-21 11:53:20,851,221,negative,IO
u105,Facebook,Enjoying every moment of life.,249,18,2025-04-21 16:53:20,716,920,positive,IO
u105,Instagram,Enjoying every moment of life.,132,20,2025-04-21 19:53:20,270,986,positive,IO
u105,Facebook,Had a great time with friends today!,107,4,2025-04-21 20:53:20,278,869,positive,IO
u105,Facebook,Enjoying every moment of life.,47,14,2025-04-21 23:53:20,327,833,positive,IO
u105,Instagram,Had a great time with friends today!,121,15,2025-04-22 17:53:20,366,487,positive,IO
u105,Instagram,Overwhelmed and can't focus.,236,26,2025-04-22 23:53:20,955,167,negative,IO
u105,Facebook,Had a great time with friends today!,282,5,2025-04-22 22:53:20,161,984,positive,IO
u105,Instagram,I feel so disconnected from everyone.,62,42,2025-04-21 19:53:20,602,797,negative,IO
u105,Facebook,Overwhelmed and can't focus.,277,23,2025-04-22 05:53:20,118,379,negative,IO
u105,Facebook,Had a great time with friends today!,264,43,2025-04-22 07:53:20,821,447,positive,IO
u105,Instagram,I feel so disconnected from everyone.,131,5,2025-04-23 18:53:20,400,411,negative,IO
u105,Facebook,Overwhelmed and can't focus.,245,41,2025-04-22 11:53:20,748,843,negative,IO
u105,Facebook,Overwhelmed and can't focus.,1,50,2025-04-23 02:53:20,514,821,negative,IO
u105,Facebook,Overwhelmed and can't focus.,18,3,2025-04-24 23:53:20,208,553,negative,IO
u105,Instagram,Overwhelmed and can't focus.,247,42,2025-04-24 14:53:20,942,556,negative,IO
u105,Facebook,Overwhelmed and can't focus.,115,8,2025-04-22 03:53:20,767,621,negative,IO
u105,Instagram,Enjoying every moment of life.,100,33,2025-04-25 17:53:20,205,734,positive,IO
u105,Facebook,Smiling through the little joys.,152,29,2025-04-25 05:53:20,133,516,positive,IO
u106,Facebook,Overwhelmed and can't focus.,231,38,2025-05-02 11:53:20,684,262,negative,CR
u106,Instagram,I feel so disconnected from everyone.,64,40,2025-05-02 13:53:20,643,890,negative,CR
u106,Instagram,Had a great time with friends today!,190,7,2025-05-02 15:53:20,368,885,positive,CR
u106,Instagram,Enjoying every moment of life.,179,37,2025-05-02 20:53:20,714,780,positive,CR
u106,Facebook,Nothing seems right anymore.,254,35,2025-05-02 15:53:20,515,429,negative,CR
u106,Instagram,Had a great time with friends today!,26,10,2025-05-02 16:53:20,224,951,positive,CR
u106,Facebook,Nothing seems right anymore.,6,15,2025-05-03 17:53:20,753,422,negative,CR
u106,Instagram,Enjoying every moment of life.,239,21,2025-05-03 01:53:20,816,820,positive,CR
u106,Facebook,Feeling blessed and happy.,248,10,2025-05-03 03:53:20,164,502,positive,CR
u106,Instagram,Enjoying every moment of life.,60,24,2025-05-03 05:53:20,383,140,positive,CR
u106,Facebook,Had a great time with friends today!,248,6,2025-05-03 17:53:20,458,239,positive,CR
u106,Instagram,Nothing seems right anymore.,123,26,2025-05-05 05:53:20,172,947,negative,CR
u106,Facebook,Enjoying every moment of life.,57,12,2025-05-03 11:53:20,912,980,positive,CR
u106,Instagram,Overwhelmed and can't focus.,152,49,2025-05-05 17:53:20,531,859,negative,CR
u106,Facebook,Had a great time with friends today!,297,22,2025-05-03 01:53:20,104,152,positive,CR
u106,Instagram,Had a great time with friends today!,67,45,2025-05-06 05:53:20,100,681,positive,CR
u106,Instagram,Overwhelmed and can't focus.,27,32,2025-05-03 03:53:20,641,219,negative,CR
u106,Facebook,I feel so disconnected from everyone.,18,43,2025-05-03 21:53:20,883,544,negative,CR
u106,Instagram,Overwhelmed and can't focus.,221,5,2025-05-03 23:53:20,668,681,negative,CR
u106,Instagram,Feeling blessed and happy.,224,30,2025-05-04 01:53:20,728,984,positive,CR
u107,Instagram,Had a great time with friends today!,251,39,2025-04-21 11:53:20,111,694,positive,CR
u107,Instagram,I feel so disconnected from everyone.,5,24,2025-04-21 13:53:20,946,393,negative,CR
u107,Instagram,Had a great time with friends today!,145,12,2025-04-21 23:53:20,461,322,positive,CR
u107,Instagram,I feel so disconnected from everyone.,211,44,2025-04-21 17:53:20,341,163,negative,CR
u107,Facebook,Feeling anxious and tired lately.,84,0,2025-04-22 07:53:20,103,270,negative,CR
u107,Facebook,Nothing seems right anymore.,233,8,2025-04-22 12:53:20,372,359,negative,CR
u107,Facebook,Smiling through the little joys.,287,11,2025-04-21 23:53:20,452,163,positive,CR
u107,Instagram,Feeling blessed and happy.,262,50,2025-04-22 15:53:20,442,801,positive,CR
u107,Instagram,Feeling blessed and happy.,272,24,2025-04-22 19:53:20,453,815,positive,CR
u107,Instagram,Nothing seems right anymore.,74,20,2025-04-21 20:53:20,558,463,negative,CR
u107,Instagram,Nothing seems right anymore.,42,30,2025-04-22 07:53:20,208,418,negative,CR
u107,Instagram,Feeling anxious and tired lately.,224,13,2025-04-23 07:53:20,874,807,negative,CR
u107,Instagram,I feel so disconnected from everyone.,87,16,2025-04-23 11:53:20,763,451,negative,CR
u107,Instagram,Enjoying every moment of life.,235,11,2025-04-24 17:53:20,437,309,positive,CR
u107,Instagram,Feeling anxious and tired lately.,239,48,2025-04-24 09:53:20,171,304,negative,CR
u107,Instagram,Smiling through the little joys.,80,40,2025-04-23 08:53:20,792,661,positive,CR
u107,Instagram,I feel so disconnected from everyone.,4,22,2025-04-25 11:53:20,917,510,negative,CR
u107,Instagram,Smiling through the little joys.,37,20,2025-04-24 07:53:20,900,389,positive,CR
u107,Facebook,Feeling anxious and tired lately.,273,11,2025-04-22 05:53:20,297,433,negative,CR
u107,Instagram,Smiling through the little joys.,225,12,2025-04-24 15:53:20,281,362,positive,CR
u107,Instagram,I feel so disconnected from everyone.,175,21,2025-04-25 15:53:20,219,743,negative,CR
u108,Instagram,Feeling blessed and happy.,42,25,2025-06-13 11:53:20,563,567,positive,CR
u108,Instagram,Overwhelmed and can't focus.,229,2,2025-06-13 14:53:20,368,867,negative,CR
u108,Instagram,Feeling blessed and happy.,48,30,2025-06-13 13:53:20,272,728,positive,CR
u108,Facebook,Enjoying every moment of life.,176,11,2025-06-13 20:53:20,182,409,positive,CR
u108,Facebook,Feeling anxious and tired lately.,33,47,2025-06-14 07:53:20,328,931,negative,CR
u108,Instagram,Had a great time with friends today!,4,37,2025-06-13 21:53:20,546,519,positive,CR
u108,Facebook,Feeling blessed and happy.,32,46,2025-06-14 17:53:20,640,204,positive,CR
u108,Facebook,Feeling anxious and tired lately.,156,48,2025-06-14 01:53:20,129,442,negative,CR
u108,Instagram,Feeling blessed and happy.,57,30,2025-06-13 19:53:20,246,927,positive,CR
u108,Instagram,Overwhelmed and can't focus.,85,32,2025-06-14 05:53:20,923,206,negative,CR
u108,Instagram,Feeling anxious and tired lately.,137,1,2025-06-13 21:53:20,396,115,negative,CR
u108,Facebook,Nothing seems right anymore.,243,18,2025-06-15 07:53:20,276,875,negative,CR
u108,Facebook,Smiling through the little joys.,250,24,2025-06-13 23:53:20,843,484,positive,CR
u108,Instagram,Nothing seems right anymore.,291,16,2025-06-15 02:53:20,945,230,negative,CR
u108,Instagram,I feel so disconnected from everyone.,100,20,2025-06-15 05:53:20,368,882,negative,CR
u108,Facebook,Overwhelmed and can't focus.,211,18,2025-06-15 08:53:20,380,776,negative,CR
u108,Facebook,I feel so disconnected from everyone.,195,31,2025-06-16 19:53:20,734,143,negative,CR
u108,Facebook,Had a great time with friends today!,5,0,2025-06-17 17:53:20,829,714,positive,CR
u108,Instagram,Enjoying every moment of life.,131,9,2025-06-17 23:53:20,153,615,positive,CR
u109,Facebook,Overwhelmed and can't focus.,263,11,2025-05-14 11:53:20,405,886,negative,IO
u109,Facebook,Had a great time with friends today!,98,46,2025-05-14 13:53:20,251,455,positive,IO
u109,Facebook,Enjoying every moment of life.,232,3,2025-05-14 13:53:20,233,261,positive,IO
u109,Facebook,Overwhelmed and can't focus.,201,33,2025-05-15 02:53:20,813,119,negative,IO
u109,Facebook,Smiling through the little joys.,109,5,2025-05-14 23:53:20,620,423,positive,IO
u109,Instagram,Feeling blessed and happy.,56,27,2025-05-14 21:53:20,486,398,positive,IO
u109,Facebook,Smiling through the little joys.,94,0,2025-05-15 11:53:20,860,198,positive,IO
u109,Instagram,Feeling anxious and tired lately.,17,5,2025-05-15 22:53:20,163,355,negative,IO
u109,Instagram,Enjoying every moment of life.,57,12,2025-05-15 03:53:20,244,658,positive,IO
u109,Instagram,Nothing seems right anymore.,137,36,2025-05-15 05:53:20,254,849,negative,IO
u109,Instagram,Overwhelmed and can't focus.,83,0,2025-05-15 07:53:20,709,859,negative,IO
u109,Instagram,Smiling through the little joys.,199,2,2025-05-17 05:53:20,103,153,positive,IO
u109,Instagram,I feel so disconnected from everyone.,125,10,2025-05-16 23:53:20,892,948,negative,IO
u109,Instagram,I feel so disconnected from everyone.,48,24,2025-05-16 02:53:20,478,318,negative,IO
u109,Instagram,Feeling blessed and happy.,197,28,2025-05-17 23:53:20,444,430,positive,IO
u109,Facebook,Overwhelmed and can't focus.,224,35,2025-05-15 02:53:20,444,849,negative,IO
u109,Facebook,Feeling anxious and tired lately.,291,9,2025-05-17 03:53:20,346,568,negative,IO
u109,Facebook,Nothing seems right anymore.,263,12,2025-05-18 00:53:20,468,920,negative,IO
u109,Facebook,Nothing seems right anymore.,189,15,2025-05-15 05:53:20,128,829,negative,IO
u109,Facebook,Feeling blessed and happy.,194,48,2025-05-16 20:53:20,439,819,positive,IO
u109,Instagram,I feel so disconnected from everyone.,151,12,2025-05-18 15:53:20,992,474,negative,IO
u109,Instagram,Feeling anxious and tired lately.,114,2,2025-05-17 23:53:20,376,464,negative,IO
u110,Facebook,Overwhelmed and can't focus.,140,34,2025-04-23 11:53:20,694,409,negative,IO
u110,Facebook,Had a great time with friends today!,159,43,2025-04-23 14:53:20,659,193,positive,IO
u110,Facebook,Feeling blessed and happy.,172,24,2025-04-23 21:53:20,683,250,positive,IO
u110,Instagram,Nothing seems right anymore.,37,20,2025-04-23 23:53:20,450,218,negative,IO
u110,Instagram,I feel so disconnected from everyone.,193,21,2025-04-24 07:53:20,435,890,negative,IO
u110,Instagram,Overwhelmed and can't focus.,41,28,2025-04-23 21:53:20,248,729,negative,IO
u110,Instagram,I feel so disconnected from everyone.,47,7,2025-04-24 05:53:20,490,512,negative,IO
u110,Facebook,I feel so disconnected from everyone.,21,26,2025-04-24 01:53:20,365,780,negative,IO
u110,Facebook,I feel so disconnected from everyone.,92,47,2025-04-24 19:53:20,543,380,negative,IO
u110,Instagram,Feeling anxious and tired lately.,209,22,2025-04-23 20:53:20,645,311,negative,IO
u110,Facebook,Enjoying every moment of life.,154,40,2025-04-23 21:53:20,192,201,positive,IO
u110,Facebook,Smiling through the little joys.,186,1,2025-04-25 07:53:20,352,765,positive,IO
u110,Instagram,Feeling anxious and tired lately.,163,47,2025-04-25 11:53:20,968,787,negative,IO
u110,Facebook,Enjoying every moment of life.,118,0,2025-04-25 15:53:20,651,928,positive,IO
u110,Instagram,Overwhelmed and can't focus.,246,26,2025-04-26 09:53:20,577,926,negative,IO
u110,Instagram,Nothing seems right anymore.,179,49,2025-04-25 23:53:20,256,764,negative,IO
u110,Instagram,I feel so disconnected from everyone.,161,19,2025-04-26 03:53:20,142,553,negative,IO
u110,Facebook,Enjoying every moment of life.,110,14,2025-04-24 04:53:20,806,880,positive,IO
u110,Instagram,Feeling anxious and tired lately.,229,36,2025-04-27 05:53:20,182,553,negative,IO
u110,Facebook,Nothing seems right anymore.,256,44,2025-04-27 10:53:20,147,875,negative,IO
u110,Instagram,Overwhelmed and can't focus.,202,44,2025-04-25 03:53:20,268,278,negative,IO
u110,Instagram,Overwhelmed and can't focus.,103,7,2025-04-25 05:53:20,738,721,negative,IO
u111,Instagram,I feel so disconnected from everyone.,70,13,2025-05-10 11:53:20,649,713,negative,Normal
u111,Instagram,Nothing seems right anymore.,162,26,2025-05-10 17:53:20,275,850,negative,Normal
u111,Instagram,Feeling anxious and tired lately.,56,3,2025-05-10 13:53:20,930,531,negative,Normal
u111,Facebook,Feeling blessed and happy.,201,10,2025-05-10 14:53:20,613,349,positive,Normal
u111,Instagram,Feeling blessed and happy.,29,50,2025-05-10 23:53:20,467,224,positive,Normal
u111,Instagram,I feel so disconnected from everyone.,131,21,2025-05-11 17:53:20,615,124,negative,Normal
u111,Facebook,Feeling blessed and happy.,235,24,2025-05-10 17:53:20,490,401,positive,Normal
u111,Facebook,Smiling through the little joys.,138,33,2025-05-12 05:53:20,946,550,positive,Normal
u111,Instagram,Feeling blessed and happy.,137,21,2025-05-12 11:53:20,933,808,positive,Normal
u111,Instagram,I feel so disconnected from everyone.,82,48,2025-05-12 08:53:20,415,325,negative,Normal
u111,Instagram,Feeling anxious and tired lately.,146,45,2025-05-12 03:53:20,572,208,negative,Normal
u111,Facebook,Had a great time with friends today!,205,40,2025-05-10 22:53:20,149,455,positive,Normal
u111,Facebook,Feeling anxious and tired lately.,164,3,2025-05-11 11:53:20,805,683,negative,Normal
u111,Instagram,Overwhelmed and can't focus.,253,20,2025-05-13 04:53:20,707,812,negative,Normal
