user_id,platform,post_text,likes,comments,timestamp,followers,followees,sentiment,snmd_type,date,hour,engagement
u047,Instagram,Enjoying every moment of life.,23,12,2025-06-02 23:53:20,116,298,positive,IO,2025-06-02,23,35
u047,Instagram,I feel so disconnected from everyone.,163,37,2025-06-02 00:53:20,307,199,negative,IO,2025-06-02,0,200
u047,Instagram,Overwhelmed and can't focus.,166,49,2025-06-03 19:53:20,397,343,negative,IO,2025-06-03,19,215
u047,Instagram,Enjoying every moment of life.,258,5,2025-06-05 05:53:20,736,893,positive,IO,2025-06-05,5,263
u047,Instagram,I feel so disconnected from everyone.,277,42,2025-06-03 11:53:20,380,549,negative,IO,2025-06-03,11,319
u047,Instagram,Enjoying every moment of life.,42,35,2025-06-02 21:53:20,240,593,positive,IO,2025-06-02,21,77
u047,Instagram,Overwhelmed and can't focus.,52,6,2025-06-02 05:53:20,912,559,negative,IO,2025-06-02,5,58
u047,Facebook,Smiling through the little joys.,201,14,2025-06-03 20:53:20,404,894,positive,IO,2025-06-03,20,215
u047,Facebook,Feeling anxious and tired lately.,34,42,2025-06-06 11:53:20,402,641,negative,IO,2025-06-06,11,76
u047,Instagram,I feel so disconnected from everyone.,71,15,2025-06-05 20:53:20,339,198,negative,IO,2025-06-05,20,86
u048,Instagram,Smiling through the little joys.,66,23,2025-05-04 11:53:20,179,728,positive,CR,2025-05-04,11,89
u048,Instagram,Feeling blessed and happy.,215,50,2025-05-04 13:53:20,242,633,positive,CR,2025-05-04,13,265
u048,Instagram,Had a great time with friends today!,248,17,2025-05-04 21:53:20,474,263,positive,CR,2025-05-04,21,265
u048,Instagram,Nothing seems right anymore.,197,40,2025-05-05 05:53:20,979,963,negative,CR,2025-05-05,5,237
u048,Facebook,I feel so disconnected from everyone.,125,0,2025-05-05 03:53:20,145,572,negative,CR,2025-05-05,3,125
u048,Instagram,Nothing seems right anymore.,71,33,2025-05-05 02:53:20,115,808,negative,CR,2025-05-05,2,104
u048,Facebook,Smiling through the little joys.,62,12,2025-05-04 17:53:20,583,371,positive,CR,2025-05-04,17,74
u048,Facebook,I feel so disconnected from everyone.,180,34,2025-05-05 15:53:20,688,544,negative,CR,2025-05-05,15,214
u048,Facebook,Nothing seems right anymore.,218,11,2025-05-05 19:53:20,893,866,negative,CR,2025-05-05,19,229
u048,Facebook,I feel so disconnected from everyone.,72,8,2025-05-05 14:53:20,890,274,negative,CR,2025-05-05,14,80
u048,Instagram,Nothing seems right anymore.,241,8,2025-05-06 13:53:20,633,854,negative,CR,2025-05-06,13,249
u048,Facebook,Smiling through the little joys.,186,48,2025-05-04 22:53:20,488,136,positive,CR,2025-05-04,22,234
u048,Instagram,Had a great time with friends today!,259,44,2025-05-06 11:53:20,380,152,positive,CR,2025-05-06,11,303
u048,Instagram,Enjoying every moment of life.,214,1,2025-05-06 15:53:20,761,759,positive,CR,2025-05-06,15,215
u048,Facebook,Nothing seems right anymore.,185,13,2025-05-06 19:53:20,923,118,negative,CR,2025-05-06,19,198
u048,Facebook,Smiling through the little joys.,102,20,2025-05-08 05:53:20,513,320,positive,CR,2025-05-08,5,122
u048,Instagram,I feel so disconnected from everyone.,35,42,2025-05-05 03:53:20,969,722,negative,CR,2025-05-05,3,77
u048,Facebook,Smiling through the little joys.,244,23,2025-05-05 21:53:20,426,914,positive,CR,2025-05-05,21,267
u049,Instagram,Had a great time with friends today!,283,16,2025-06-15 11:53:20,363,253,positive,NC,2025-06-15,11,299
u049,Instagram,Nothing seems right anymore.,130,38,2025-06-15 12:53:20,661,378,negative,NC,2025-06-15,12,168
u049,Instagram,Feeling blessed and happy.,202,4,2025-06-15 15:53:20,694,957,positive,NC,2025-06-15,15,206
u049,Instagram,Overwhelmed and can't focus.,233,42,2025-06-16 05:53:20,797,175,negative,NC,2025-06-16,5,275
u049,Facebook,Nothing seems right anymore.,251,10,2025-06-15 23:53:20,831,886,negative,NC,2025-06-15,23,261
u049,Facebook,Feeling blessed and happy.,147,12,2025-06-16 07:53:20,474,454,positive,NC,2025-06-16,7,159
u049,Instagram,Smiling through the little joys.,194,27,2025-06-16 11:53:20,805,286,positive,NC,2025-06-16,11,221
u049,Facebook,Had a great time with friends today!,212,46,2025-06-15 18:53:20,284,758,positive,NC,2025-06-15,18,258
u049,Facebook,Feeling anxious and tired lately.,232,37,2025-06-16 03:53:20,423,592,negative,NC,2025-06-16,3,269
u049,Facebook,Had a great time with friends today!,1,37,2025-06-16 23:53:20,473,441,positive,NC,2025-06-16,23,38
u049,Instagram,Feeling anxious and tired lately.,9,40,2025-06-16 17:53:20,835,460,negative,NC,2025-06-16,17,49
u049,Instagram,I feel so disconnected from everyone.,148,2,2025-06-15 22:53:20,701,583,negative,NC,2025-06-15,22,150
u049,Instagram,Smiling through the little joys.,212,48,2025-06-17 11:53:20,782,182,positive,NC,2025-06-17,11,260
u049,Facebook,I feel so disconnected from everyone.,64,9,2025-06-17 15:53:20,250,187,negative,NC,2025-06-17,15,73
u049,Facebook,I feel so disconnected from everyone.,83,28,2025-06-16 15:53:20,612,672,negative,NC,2025-06-16,15,111
u049,Facebook,Smiling through the little joys.,111,45,2025-06-16 17:53:20,964,644,positive,NC,2025-06-16,17,156
u049,Instagram,I feel so disconnected from everyone.,190,49,2025-06-16 03:53:20,330,754,negative,NC,2025-06-16,3,239
u049,Instagram,Overwhelmed and can't focus.,125,35,2025-06-16 21:53:20,141,969,negative,NC,2025-06-16,21,160
u049,Facebook,Overwhelmed and can't focus.,152,35,2025-06-16 05:53:20,441,527,negative,NC,2025-06-16,5,187
u049,Instagram,Had a great time with friends today!,205,8,2025-06-20 05:53:20,626,418,positive,NC,2025-06-20,5,213
u049,Facebook,Overwhelmed and can't focus.,59,13,2025-06-17 03:53:20,356,999,negative,NC,2025-06-17,3,72
u049,Instagram,Feeling blessed and happy.,51,29,2025-06-18 02:53:20,241,192,positive,NC,2025-06-18,2,80
u050,Facebook,I feel so disconnected from everyone.,3,48,2025-05-10 11:53:20,177,587,negative,Normal,2025-05-10,11,51
u050,Instagram,Nothing seems right anymore.,296,17,2025-05-10 15:53:20,265,718,negative,Normal,2025-05-10,15,313
u050,Facebook,Nothing seems right anymore.,27,38,2025-05-10 17:53:20,901,472,negative,Normal,2025-05-10,17,65
u050,Instagram,Feeling blessed and happy.,102,33,2025-05-10 17:53:20,853,903,positive,Normal,2025-05-10,17,135
u050,Instagram,Nothing seems right anymore.,202,37,2025-05-10 19:53:20,157,479,negative,Normal,2025-05-10,19,239
u050,Instagram,Overwhelmed and can't focus.,118,20,2025-05-11 17:53:20,216,849,negative,Normal,2025-05-11,17,138
u050,Facebook,I feel so disconnected from everyone.,127,24,2025-05-11 05:53:20,818,278,negative,Normal,2025-05-11,5,151
u050,Facebook,Feeling anxious and tired lately.,41,5,2025-05-12 05:53:20,483,180,negative,Normal,2025-05-12,5,46
u050,Facebook,Enjoying every moment of life.,232,10,2025-05-12 03:53:20,551,931,positive,Normal,2025-05-12,3,242
u050,Facebook,Had a great time with friends today!,294,13,2025-05-11 23:53:20,989,151,positive,Normal,2025-05-11,23,307
u050,Facebook,Smiling through the little joys.,243,20,2025-05-10 21:53:20,281,456,positive,Normal,2025-05-10,21,263
u050,Instagram,Nothing seems right anymore.,256,5,2025-05-11 09:53:20,923,293,negative,Normal,2025-05-11,9,261
u050,Instagram,Feeling anxious and tired lately.,30,16,2025-05-11 23:53:20,111,657,negative,Normal,2025-05-11,23,46
u050,Facebook,I feel so disconnected from everyone.,198,46,2025-05-12 02:53:20,928,128,negative,Normal,2025-05-12,2,244
u050,Instagram,Overwhelmed and can't focus.,260,50,2025-05-11 01:53:20,203,142,negative,Normal,2025-05-11,1,310
u050,Instagram,Nothing seems right anymore.,53,42,2025-05-12 08:53:20,400,679,negative,Normal,2025-05-12,8,95
u050,Facebook,I feel so disconnected from everyone.,72,17,2025-05-11 19:53:20,745,144,negative,Normal,2025-05-11,19,89
u050,Instagram,Feeling blessed and happy.,2,46,2025-05-14 17:53:20,766,196,positive,Normal,2025-05-14,17,48
u050,Instagram,Feeling anxious and tired lately.,272,43,2025-05-12 17:53:20,806,518,negative,Normal,2025-05-12,17,315
u050,Instagram,I feel so disconnected from everyone.,295,31,2025-05-12 20:53:20,990,677,negative,Normal,2025-05-12,20,326
u050,Facebook,Feeling anxious and tired lately.,36,33,2025-05-14 15:53:20,164,495,negative,Normal,2025-05-14,15,69
u051,Instagram,Enjoying every moment of life.,163,46,2025-06-12 11:53:20,505,177,positive,IO,2025-06-12,11,209
u051,Instagram,I feel so disconnected from everyone.,199,17,2025-06-12 17:53:20,406,460,negative,IO,2025-06-12,17,216
u051,Instagram,Enjoying every moment of life.,217,11,2025-06-12 21:53:20,276,810,positive,IO,2025-06-12,21,228
u051,Facebook,Feeling anxious and tired lately.,103,23,2025-06-13 05:53:20,312,568,negative,IO,2025-06-13,5,126
u051,Facebook,I feel so disconnected from everyone.,288,50,2025-06-12 23:53:20,481,997,negative,IO,2025-06-12,23,338
u051,Instagram,Overwhelmed and can't focus.,97,36,2025-06-13 02:53:20,809,924,negative,IO,2025-06-13,2,133
u051,Instagram,Feeling blessed and happy.,260,1,2025-06-12 23:53:20,295,337,positive,IO,2025-06-12,23,261
u051,Facebook,Smiling through the little joys.,207,46,2025-06-13 08:53:20,559,473,positive,IO,2025-06-13,8,253
u051,Instagram,Had a great time with friends today!,3,3,2025-06-14 11:53:20,733,186,positive,IO,2025-06-14,11,6
u051,Facebook,Smiling through the little joys.,2,3,2025-06-14 17:53:20,581,749,positive,IO,2025-06-14,17,5
u051,Facebook,I feel so disconnected from everyone.,42,29,2025-06-14 23:53:20,927,896,negative,IO,2025-06-14,23,71
u051,Instagram,Smiling through the little joys.,48,13,2025-06-13 20:53:20,886,237,positive,IO,2025-06-13,20,61
u051,Facebook,Feeling blessed and happy.,165,29,2025-06-15 11:53:20,143,605,positive,IO,2025-06-15,11,194
u051,Instagram,Feeling anxious and tired lately.,285,3,2025-06-15 17:53:20,376,544,negative,IO,2025-06-15,17,288
u051,Facebook,Enjoying every moment of life.,189,12,2025-06-13 01:53:20,730,362,positive,IO,2025-06-13,1,201
u051,Instagram,Overwhelmed and can't focus.,110,39,2025-06-14 08:53:20,649,965,negative,IO,2025-06-14,8,149
u051,Facebook,Smiling through the little joys.,103,1,2025-06-13 19:53:20,558,776,positive,IO,2025-06-13,19,104
u051,Instagram,Smiling through the little joys.,175,18,2025-06-13 21:53:20,403,705,positive,IO,2025-06-13,21,193
u051,Facebook,Enjoying every moment of life.,206,20,2025-06-15 11:53:20,637,673,positive,IO,2025-06-15,11,226
u052,Instagram,Feeling blessed and happy.,88,12,2025-05-09 11:53:20,474,179,positive,IO,2025-05-09,11,100
u052,Instagram,Nothing seems right anymore.,147,30,2025-05-09 15:53:20,602,791,negative,IO,2025-05-09,15,177
u052,Instagram,Had a great time with friends today!,132,42,2025-05-09 21:53:20,888,802,positive,IO,2025-05-09,21,174
u052,Instagram,Feeling blessed and happy.,272,37,2025-05-09 17:53:20,553,185,positive,IO,2025-05-09,17,309
u052,Facebook,Overwhelmed and can't focus.,36,30,2025-05-10 11:53:20,253,410,negative,IO,2025-05-10,11,66
u052,Facebook,Enjoying every moment of life.,39,17,2025-05-10 07:53:20,368,200,positive,IO,2025-05-10,7,56
u052,Facebook,I feel so disconnected from everyone.,140,34,2025-05-10 23:53:20,560,826,negative,IO,2025-05-10,23,174
u052,Instagram,Overwhelmed and can't focus.,245,28,2025-05-10 22:53:20,711,632,negative,IO,2025-05-10,22,273
u052,Facebook,Smiling through the little joys.,165,22,2025-05-10 03:53:20,172,880,positive,IO,2025-05-10,3,187
u052,Facebook,Nothing seems right anymore.,275,18,2025-05-09 20:53:20,350,876,negative,IO,2025-05-09,20,293
u052,Instagram,Nothing seems right anymore.,2,40,2025-05-11 23:53:20,663,633,negative,IO,2025-05-11,23,42
u052,Instagram,Enjoying every moment of life.,200,41,2025-05-11 18:53:20,946,117,positive,IO,2025-05-11,18,241
u052,Facebook,Overwhelmed and can't focus.,112,33,2025-05-10 11:53:20,942,516,negative,IO,2025-05-10,11,145
u052,Facebook,Had a great time with friends today!,78,14,2025-05-11 15:53:20,302,755,positive,IO,2025-05-11,15,92
u052,Instagram,Nothing seems right anymore.,54,3,2025-05-10 15:53:20,268,794,negative,IO,2025-05-10,15,57
u052,Facebook,Feeling blessed and happy.,222,15,2025-05-11 23:53:20,872,921,positive,IO,2025-05-11,23,237
u052,Facebook,Smiling through the little joys.,62,29,2025-05-10 19:53:20,893,807,positive,IO,2025-05-10,19,91
u052,Instagram,Nothing seems right anymore.,12,20,2025-05-13 17:53:20,228,834,negative,IO,2025-05-13,17,32
u052,Facebook,Enjoying every moment of life.,181,49,2025-05-10 05:53:20,151,258,positive,IO,2025-05-10,5,230
u052,Instagram,I feel so disconnected from everyone.,75,19,2025-05-14 05:53:20,808,245,negative,IO,2025-05-14,5,94
u052,Facebook,Smiling through the little joys.,195,28,2025-05-14 11:53:20,409,519,positive,IO,2025-05-14,11,223
u053,Instagram,Feeling blessed and happy.,279,21,2025-05-19 11:53:20,142,621,positive,NC,2025-05-19,11,300
u053,Facebook,Nothing seems right anymore.,37,45,2025-05-19 12:53:20,278,215,negative,NC,2025-05-19,12,82
u053,Facebook,Feeling anxious and tired lately.,146,43,2025-05-19 19:53:20,147,556,negative,NC,2025-05-19,19,189
u053,Facebook,I feel so disconnected from everyone.,98,44,2025-05-19 17:53:20,720,282,negative,NC,2025-05-19,17,142
u053,Instagram,Enjoying every moment of life.,58,10,2025-05-20 03:53:20,783,886,positive,NC,2025-05-20,3,68
u053,Facebook,Had a great time with friends today!,115,26,2025-05-20 12:53:20,447,945,positive,NC,2025-05-20,12,141
u053,Facebook,Had a great time with friends today!,80,21,2025-05-20 05:53:20,922,417,positive,NC,2025-05-20,5,101
u053,Instagram,Feeling anxious and tired lately.,183,45,2025-05-20 15:53:20,698,159,negative,NC,2025-05-20,15,228
u053,Instagram,Had a great time with friends today!,25,23,2025-05-20 03:53:20,979,642,positive,NC,2025-05-20,3,48
u053,Instagram,I feel so disconnected from everyone.,265,19,2025-05-20 14:53:20,613,212,negative,NC,2025-05-20,14,284
u053,Facebook,Nothing seems right anymore.,238,28,2025-05-21 23:53:20,250,997,negative,NC,2025-05-21,23,266
u053,Facebook,Smiling through the little joys.,140,24,2025-05-21 18:53:20,811,857,positive,NC,2025-05-21,18,164
u053,Facebook,Enjoying every moment of life.,36,30,2025-05-20 11:53:20,231,961,positive,NC,2025-05-20,11,66
u053,Instagram,Smiling through the little joys.,142,40,2025-05-21 15:53:20,976,769,positive,NC,2025-05-21,15,182
u053,Instagram,Overwhelmed and can't focus.,98,47,2025-05-20 15:53:20,165,171,negative,NC,2025-05-20,15,145
u053,Facebook,Smiling through the little joys.,199,14,2025-05-21 08:53:20,103,300,positive,NC,2025-05-21,8,213
u053,Facebook,Feeling blessed and happy.,121,1,2025-05-20 03:53:20,558,798,positive,NC,2025-05-20,3,122
u053,Facebook,Nothing seems right anymore.,249,21,2025-05-23 00:53:20,661,633,negative,NC,2025-05-23,0,270
u053,Facebook,I feel so disconnected from everyone.,173,16,2025-05-20 23:53:20,778,231,negative,NC,2025-05-20,23,189
u053,Instagram,Had a great time with friends today!,190,5,2025-05-24 05:53:20,752,774,positive,NC,2025-05-24,5,195
u053,Facebook,Smiling through the little joys.,252,2,2025-05-21 03:53:20,799,748,positive,NC,2025-05-21,3,254
u054,Instagram,Feeling anxious and tired lately.,270,48,2025-04-22 11:53:20,922,338,negative,IO,2025-04-22,11,318
u054,Instagram,Nothing seems right anymore.,24,17,2025-04-22 14:53:20,287,209,negative,IO,2025-04-22,14,41
u054,Facebook,Smiling through the little joys.,177,8,2025-04-22 13:53:20,689,458,positive,IO,2025-04-22,13,185
u054,Facebook,Overwhelmed and can't focus.,149,12,2025-04-22 23:53:20,861,116,negative,IO,2025-04-22,23,161
u054,Instagram,Enjoying every moment of life.,169,9,2025-04-22 23:53:20,937,873,positive,IO,2025-04-22,23,178
u054,Instagram,Nothing seems right anymore.,286,17,2025-04-23 17:53:20,660,895,negative,IO,2025-04-23,17,303
u054,Facebook,Had a great time with friends today!,11,24,2025-04-23 05:53:20,405,429,positive,IO,2025-04-23,5,35
u054,Facebook,Smiling through the little joys.,220,24,2025-04-24 05:53:20,273,932,positive,IO,2025-04-24,5,244
u054,Instagram,Smiling through the little joys.,42,32,2025-04-24 03:53:20,491,447,positive,IO,2025-04-24,3,74
u054,Instagram,I feel so disconnected from everyone.,197,39,2025-04-23 05:53:20,232,640,negative,IO,2025-04-23,5,236
u054,Facebook,Smiling through the little joys.,224,34,2025-04-23 17:53:20,217,505,positive,IO,2025-04-23,17,258
u054,Facebook,Feeling anxious and tired lately.,264,3,2025-04-23 20:53:20,547,810,negative,IO,2025-04-23,20,267
u054,Instagram,Smiling through the little joys.,281,18,2025-04-23 11:53:20,981,978,positive,IO,2025-04-23,11,299
u054,Facebook,I feel so disconnected from everyone.,233,1,2025-04-23 00:53:20,351,790,negative,IO,2025-04-23,0,234
u054,Facebook,Had a great time with friends today!,182,1,2025-04-23 01:53:20,182,921,positive,IO,2025-04-23,1,183
u054,Facebook,Had a great time with friends today!,174,39,2025-04-23 02:53:20,568,924,positive,IO,2025-04-23,2,213
u054,Facebook,Smiling through the little joys.,155,39,2025-04-25 19:53:20,221,418,positive,IO,2025-04-25,19,194
u054,Facebook,I feel so disconnected from everyone.,207,3,2025-04-23 04:53:20,390,744,negative,IO,2025-04-23,4,210
u055,Facebook,Overwhelmed and can't focus.,295,13,2025-04-20 11:53:20,529,860,negative,CR,2025-04-20,11,308
u055,Instagram,Nothing seems right anymore.,229,19,2025-04-20 12:53:20,613,621,negative,CR,2025-04-20,12,248
u055,Facebook,Smiling through the little joys.,235,38,2025-04-20 13:53:20,511,860,positive,CR,2025-04-20,13,273
u055,Facebook,Nothing seems right anymore.,257,8,2025-04-20 14:53:20,686,378,negative,CR,2025-04-20,14,265
u055,Facebook,Feeling blessed and happy.,71,48,2025-04-20 15:53:20,815,119,positive,CR,2025-04-20,15,119
u055,Instagram,Overwhelmed and can't focus.,197,2,2025-04-20 21:53:20,503,765,negative,CR,2025-04-20,21,199
u055,Facebook,Nothing seems right anymore.,66,47,2025-04-21 17:53:20,382,122,negative,CR,2025-04-21,17,113
u055,Instagram,Smiling through the little joys.,135,24,2025-04-20 18:53:20,245,116,positive,CR,2025-04-20,18,159
u055,Facebook,Smiling through the little joys.,0,13,2025-04-22 11:53:20,856,810,positive,CR,2025-04-22,11,13
u055,Instagram,Nothing seems right anymore.,193,47,2025-04-21 14:53:20,504,810,negative,CR,2025-04-21,14,240
u055,Instagram,Had a great time with friends today!,196,34,2025-04-20 21:53:20,688,662,positive,CR,2025-04-20,21,230
u055,Facebook,Nothing seems right anymore.,176,33,2025-04-23 05:53:20,529,413,negative,CR,2025-04-23,5,209
u055,Instagram,I feel so disconnected from everyone.,23,34,2025-04-21 23:53:20,696,445,negative,CR,2025-04-21,23,57
u055,Instagram,Enjoying every moment of life.,207,3,2025-04-21 13:53:20,960,255,positive,CR,2025-04-21,13,210
u055,Instagram,Smiling through the little joys.,244,6,2025-04-21 01:53:20,777,794,positive,CR,2025-04-21,1,250
u055,Facebook,Overwhelmed and can't focus.,265,15,2025-04-23 14:53:20,594,934,negative,CR,2025-04-23,14,280
u055,Instagram,Nothing seems right anymore.,51,24,2025-04-23 19:53:20,350,563,negative,CR,2025-04-23,19,75
u055,Facebook,Feeling blessed and happy.,295,14,2025-04-22 14:53:20,815,421,positive,CR,2025-04-22,14,309
u055,Facebook,Overwhelmed and can't focus.,42,15,2025-04-21 05:53:20,221,241,negative,CR,2025-04-21,5,57
u055,Facebook,Enjoying every moment of life.,198,33,2025-04-23 15:53:20,727,687,positive,CR,2025-04-23,15,231
u055,Instagram,I feel so disconnected from everyone.,144,5,2025-04-22 23:53:20,822,978,negative,CR,2025-04-22,23,149
u056,Instagram,Feeling blessed and happy.,93,7,2025-05-03 11:53:20,855,199,positive,IO,2025-05-03,11,100
u056,Instagram,Had a great time with friends today!,25,2,2025-05-03 13:53:20,862,311,positive,IO,2025-05-03,13,27
u056,Facebook,Nothing seems right anymore.,24,48,2025-05-03 19:53:20,449,430,negative,IO,2025-05-03,19,72
u056,Facebook,Feeling anxious and tired lately.,242,46,2025-05-04 02:53:20,221,133,negative,IO,2025-05-04,2,288
u056,Facebook,Feeling blessed and happy.,252,19,2025-05-04 07:53:20,611,183,positive,IO,2025-05-04,7,271
u056,Facebook,Enjoying every moment of life.,163,2,2025-05-03 16:53:20,628,495,positive,IO,2025-05-03,16,165
u056,Instagram,Smiling through the little joys.,163,37,2025-05-04 11:53:20,995,879,positive,IO,2025-05-04,11,200
u056,Facebook,Nothing seems right anymore.,216,7,2025-05-05 05:53:20,366,655,negative,IO,2025-05-05,5,223
u056,Facebook,Smiling through the little joys.,101,7,2025-05-04 03:53:20,220,119,positive,IO,2025-05-04,3,108
u056,Facebook,Had a great time with friends today!,20,12,2025-05-05 17:53:20,325,614,positive,IO,2025-05-05,17,32
u056,Instagram,Feeling anxious and tired lately.,213,48,2025-05-04 07:53:20,995,947,negative,IO,2025-05-04,7,261
u056,Facebook,Smiling through the little joys.,146,32,2025-05-05 18:53:20,882,715,positive,IO,2025-05-05,18,178
u056,Instagram,Feeling blessed and happy.,288,11,2025-05-05 23:53:20,491,171,positive,IO,2025-05-05,23,299
u056,Instagram,Had a great time with friends today!,160,0,2025-05-04 00:53:20,995,211,positive,IO,2025-05-04,0,160
u056,Instagram,Feeling anxious and tired lately.,119,7,2025-05-05 05:53:20,664,699,negative,IO,2025-05-05,5,126
u056,Instagram,Feeling blessed and happy.,121,49,2025-05-04 02:53:20,915,544,positive,IO,2025-05-04,2,170
u056,Instagram,Overwhelmed and can't focus.,5,41,2025-05-04 19:53:20,436,543,negative,IO,2025-05-04,19,46
u056,Facebook,Nothing seems right anymore.,57,29,2025-05-05 14:53:20,944,652,negative,IO,2025-05-05,14,86
u056,Facebook,Feeling blessed and happy.,115,36,2025-05-07 05:53:20,405,704,positive,IO,2025-05-07,5,151
u056,Instagram,I feel so disconnected from everyone.,276,45,2025-05-06 15:53:20,137,523,negative,IO,2025-05-06,15,321
u056,Instagram,Nothing seems right anymore.,49,9,2025-05-05 03:53:20,987,693,negative,IO,2025-05-05,3,58
u057,Instagram,Feeling anxious and tired lately.,284,45,2025-05-05 11:53:20,221,868,negative,IO,2025-05-05,11,329
u057,Facebook,Enjoying every moment of life.,152,15,2025-05-05 16:53:20,503,950,positive,IO,2025-05-05,16,167
u057,Facebook,Had a great time with friends today!,3,26,2025-05-05 17:53:20,799,500,positive,IO,2025-05-05,17,29
u057,Facebook,Enjoying every moment of life.,83,33,2025-05-06 02:53:20,909,173,positive,IO,2025-05-06,2,116
u057,Facebook,I feel so disconnected from everyone.,163,5,2025-05-05 19:53:20,418,333,negative,IO,2025-05-05,19,168
u057,Instagram,Overwhelmed and can't focus.,206,19,2025-05-06 12:53:20,228,737,negative,IO,2025-05-06,12,225
u057,Instagram,Feeling blessed and happy.,74,44,2025-05-06 17:53:20,607,563,positive,IO,2025-05-06,17,118
u057,Facebook,Overwhelmed and can't focus.,88,17,2025-05-07 05:53:20,582,681,negative,IO,2025-05-07,5,105
u057,Facebook,Feeling blessed and happy.,212,16,2025-05-06 19:53:20,686,818,positive,IO,2025-05-06,19,228
u057,Facebook,Had a great time with friends today!,174,49,2025-05-07 08:53:20,752,999,positive,IO,2025-05-07,8,223
u057,Facebook,I feel so disconnected from everyone.,266,27,2025-05-07 03:53:20,204,851,negative,IO,2025-05-07,3,293
u057,Instagram,Enjoying every moment of life.,133,34,2025-05-06 09:53:20,363,880,positive,IO,2025-05-06,9,167
u057,Instagram,Enjoying every moment of life.,137,15,2025-05-08 11:53:20,685,258,positive,IO,2025-05-08,11,152
u057,Facebook,Enjoying every moment of life.,44,31,2025-05-07 02:53:20,864,712,positive,IO,2025-05-07,2,75
u057,Facebook,I feel so disconnected from everyone.,42,43,2025-05-08 23:53:20,894,932,negative,IO,2025-05-08,23,85
u057,Instagram,Enjoying every moment of life.,142,20,2025-05-06 17:53:20,963,240,positive,IO,2025-05-06,17,162
u057,Instagram,Smiling through the little joys.,220,40,2025-05-06 03:53:20,421,782,positive,IO,2025-05-06,3,260
u057,Facebook,Feeling anxious and tired lately.,271,20,2025-05-09 00:53:20,155,941,negative,IO,2025-05-09,0,291
u057,Instagram,Feeling blessed and happy.,282,28,2025-05-09 05:53:20,487,790,positive,IO,2025-05-09,5,310
u057,Facebook,I feel so disconnected from everyone.,41,0,2025-05-06 06:53:20,869,997,negative,IO,2025-05-06,6,41
u057,Facebook,Overwhelmed and can't focus.,76,8,2025-05-07 23:53:20,336,775,negative,IO,2025-05-07,23,84
u058,Facebook,Enjoying every moment of life.,1,22,2025-06-11 11:53:20,112,948,positive,CR,2025-06-11,11,23
u058,Instagram,Nothing seems right anymore.,124,26,2025-06-11 14:53:20,937,378,negative,CR,2025-06-11,14,150
u058,Facebook,Overwhelmed and can't focus.,226,9,2025-06-11 23:53:20,966,789,negative,CR,2025-06-11,23,235
u058,Facebook,Nothing seems right anymore.,290,38,2025-06-11 14:53:20,850,349,negative,CR,2025-06-11,14,328
u058,Instagram,I feel so disconnected from everyone.,197,9,2025-06-12 03:53:20,155,780,negative,CR,2025-06-12,3,206
u058,Facebook,Smiling through the little joys.,294,0,2025-06-12 07:53:20,834,304,positive,CR,2025-06-12,7,294
u058,Facebook,Had a great time with friends today!,199,8,2025-06-12 17:53:20,347,966,positive,CR,2025-06-12,17,207
u058,Instagram,Smiling through the little joys.,85,17,2025-06-12 22:53:20,167,346,positive,CR,2025-06-12,22,102
u058,Facebook,Feeling blessed and happy.,194,49,2025-06-13 11:53:20,697,148,positive,CR,2025-06-13,11,243
u058,Instagram,I feel so disconnected from everyone.,237,21,2025-06-12 14:53:20,970,163,negative,CR,2025-06-12,14,258
u058,Instagram,I feel so disconnected from everyone.,58,14,2025-06-13 03:53:20,699,289,negative,CR,2025-06-13,3,72
u058,Instagram,Feeling blessed and happy.,188,40,2025-06-13 18:53:20,421,912,positive,CR,2025-06-13,18,228
u058,Instagram,Enjoying every moment of life.,266,15,2025-06-12 11:53:20,659,122,positive,CR,2025-06-12,11,281
u058,Facebook,Feeling blessed and happy.,253,11,2025-06-13 02:53:20,832,693,positive,CR,2025-06-13,2,264
u058,Instagram,Nothing seems right anymore.,162,35,2025-06-13 05:53:20,992,167,negative,CR,2025-06-13,5,197
u058,Instagram,Enjoying every moment of life.,96,24,2025-06-13 08:53:20,673,877,positive,CR,2025-06-13,8,120
u058,Instagram,Enjoying every moment of life.,281,17,2025-06-13 11:53:20,390,542,positive,CR,2025-06-13,11,298
u058,Instagram,Nothing seems right anymore.,278,20,2025-06-12 04:53:20,633,811,negative,CR,2025-06-12,4,298
u058,Facebook,Had a great time with friends today!,244,44,2025-06-13 17:53:20,678,654,positive,CR,2025-06-13,17,288
u058,Instagram,Overwhelmed and can't focus.,153,16,2025-06-15 10:53:20,928,660,negative,CR,2025-06-15,10,169
u058,Facebook,Smiling through the little joys.,276,5,2025-06-12 07:53:20,672,561,positive,CR,2025-06-12,7,281
u059,Facebook,I feel so disconnected from everyone.,275,40,2025-05-12 11:53:20,799,136,negative,CR,2025-05-12,11,315
u059,Facebook,Enjoying every moment of life.,3,14,2025-05-12 13:53:20,828,721,positive,CR,2025-05-12,13,17
u059,Facebook,Nothing seems right anymore.,289,28,2025-05-12 17:53:20,950,527,negative,CR,2025-05-12,17,317
u059,Facebook,Smiling through the little joys.,5,18,2025-05-12 23:53:20,194,170,positive,CR,2025-05-12,23,23
